BirdID,Sex,AgeY,AgeClass,BirthFPID,U_PlateID,RTL,Technician,Terr,FPID,mum,dad,MAC,PAC,BrF,BrM
5511,0,0.246575342465753,J,103,9_3,1.06,1,10,104,4863,1762,3.92054794520548,7.44383561643836,4863,1762
5559,1,3.5972602739726,A,103,9_1,0.52,1,77.1,122,1716,1877,7.41643835616438,6.23561643835616,1716,4892
5559,1,4.71506849315069,A,103,9_28,1.07,1,77.1,125,1716,1877,7.41643835616438,6.23561643835616,1716,4892
5559,1,0.657534246575342,SA,103,9_2,0.99,1,111,104,1716,1877,7.41643835616438,6.23561643835616,1716,4892
5527,1,0.328767123287671,OFL,103,9_3,1.02,1,131,104,4936,1710,3.45205479452055,7.77808219178082,1707,1710
5539,1,1.96438356164384,A,103,9_12,0.36,1,9,110,4961,5167,3.12328767123288,2.10958904109589,4961,5167
5539,1,0.657534246575342,SA,103,9_20,0.61,1,133,104,4961,5167,3.12328767123288,2.10958904109589,4961,5167
5536,0,1.25205479452055,A,103,9_23,0.93,1,2,105,1763,3093,7.75616438356164,5.35616438356164,1763,4829
5536,0,0.328767123287671,OFL,103,9_16,0.47,1,2,104,1763,3093,7.75616438356164,5.35616438356164,1763,4829
5536,0,4.24931506849315,A,103,9_19,0.96,1,2,125,1763,3093,7.75616438356164,5.35616438356164,1763,4829
5536,0,3.47123287671233,A,103,9_22,0.66,1,134,122,1763,3093,7.75616438356164,5.35616438356164,1763,4829
5541,1,0.657534246575342,SA,103,9_23,0.97,1,30.2,104,1854,1543,6.26027397260274,10.6356164383562,NA,1029
5533,0,0.328767123287671,OFL,103,9_9,0.95,1,35,104,1361,1698,11.5506849315068,8.48493150684932,1361,1698
5549,0,2.58904109589041,A,103,9_6,0.49,1,130,116,5123,4934,2.43287671232877,3.22465753424658,1042,1577
5549,0,0.657534246575342,SA,103,9_8,0.37,1,130,104,5123,4934,2.43287671232877,3.22465753424658,1042,1577
5509,1,1.31506849315068,SA,103,9_21,0.84,1,112,105,5123,1577,2.67123287671233,9.8958904109589,1042,1577
5509,1,0.328767123287671,OFL,103,9_28,0.82,1,46,104,5123,1577,2.67123287671233,9.8958904109589,1042,1577
5562,0,0.328767123287671,OFL,103,9_11,1.41,1,5,104,1605,4939,9.44383561643836,3.93150684931507,1605,4939
5573,0,0.657534246575342,SA,103,9_3,0.74,1,51.2,104,5168,1031,2.16438356164384,13.5068493150685,5168,1031
5573,0,1.67671232876712,A,103,9_21,1.03,1,51.2,105,5168,1031,2.16438356164384,13.5068493150685,5168,1031
5538,1,0.657534246575342,SA,103,9_10,1.27,1,56,104,3567,1604,4.91506849315068,9.04657534246575,3567,1604
5534,0,0.328767123287671,OFL,103,9_6,1.01,1,58,104,2963,3089,6.10958904109589,5.33424657534247,2978,3089
5534,0,1.47123287671233,SA,103,9_21,1.42,1,58,105,2963,3089,6.10958904109589,5.33424657534247,2978,3089
5512,0,0.328767123287671,OFL,103,9_15,1.53,1,9,104,3500,1762,4.91780821917808,7.36164383561644,NA,2988
5499,1,0.164383561643836,FL,103,9_21,0.58,1,94,103,3451,1801,4.64109589041096,6.97808219178082,3451,1801
5556,1,0.0273972602739726,CH,104,9_24,0.81,1,1,104,5160,4854,2.79452054794521,4.24109589041096,5160,1750
5553,0,1.1013698630137,A,104,9_17,0.8,1,51.1,105,4863,1762,4.25479452054795,7.77808219178082,4863,1762
5553,0,0.0438356164383562,CH,104,9_1,0.7,1,10,104,4863,1762,4.25479452054795,7.77808219178082,4863,1762
5553,0,1.35342465753425,A,104,9_22,1.12,1,51.1,110,4863,1762,4.25479452054795,7.77808219178082,4863,1762
5606,1,1.23835616438356,A,104,9_5,0.22,1,68,112,5324,3458,1.64109589041096,5.67397260273973,5324,1869
5574,0,0.0246575342465753,CH,104,9_7,1.14,1,101,104,5324,1494,1.43835616438356,11.0383561643836,5324,1869
5606,1,3.78630136986301,A,104,9_9,0.82,1,69,125,5324,3458,1.64109589041096,5.67397260273973,5324,1869
5606,1,0.657534246575342,SA,104,9_17,0.71,1,68,105,5324,3458,1.64109589041096,5.67397260273973,5324,1869
5574,0,1.2986301369863,A,104,9_20,0.99,1,101,110,5324,1494,1.43835616438356,11.0383561643836,5324,1869
5652,0,1.08493150684932,SA,104,9_20,0.58,1,102,112,5075,5000,4.06301369863014,4.15068493150685,5075,5000
5652,0,0.657534246575342,SA,104,9_10,0.8,1,102,105,5075,5000,4.06301369863014,4.15068493150685,5075,5000
5547,1,2.51780821917808,A,104,9_33,0.76,1,68,118,5217,1869,2.16986301369863,6.97260273972603,4861,5116
5547,1,3.46575342465753,A,104,9_22,1.06,1,68,124,5217,1869,2.16986301369863,6.97260273972603,4861,5116
5547,1,0.0328767123287671,CH,104,9_7,0.88,1,103.1,104,5217,1869,2.16986301369863,6.97260273972603,4861,5116
5547,1,0.893150684931507,SA,104,9_18,0.99,1,103.1,105,5217,1869,2.16986301369863,6.97260273972603,4861,5116
5547,1,1.85205479452055,A,104,9_14,0.52,1,68,116,5217,1869,2.16986301369863,6.97260273972603,4861,5116
5593,0,0.657534246575342,SA,104,9_2,1.64,1,103.1,105,5217,1494,2.40547945205479,11.241095890411,4861,5116
5625,0,0.657534246575342,SA,104,9_24,0.36,1,108,105,5531,4957,1.23835616438356,4.02465753424658,5531,4957
5625,0,2.21643835616438,A,104,9_11,0.73,1,78,118,5531,4957,1.23835616438356,4.02465753424658,5531,4957
5625,0,1.25479452054795,A,104,9_21,1.09,1,78,112,5531,4957,1.23835616438356,4.02465753424658,5531,4957
5625,0,2.61917808219178,A,104,9_2,0.96,1,78,122,5531,4957,1.23835616438356,4.02465753424658,5531,4957
5625,0,3.82465753424658,A,104,9_9,0.55,1,78,125,5531,4957,1.23835616438356,4.02465753424658,5531,4957
5561,1,1.37808219178082,A,104,9_14,0.62,1,25,110,3517,5333,4.92876712328767,1.14246575342466,3517,5333
5561,1,0.0986301369863014,FL,104,9_15,0.75,1,111,104,3517,5333,4.92876712328767,1.14246575342466,3517,5333
5597,0,3.81095890410959,A,104,9_14,1.01,1,53,125,1716,1877,8.25205479452055,7.07123287671233,1716,4892
5597,0,2.80547945205479,A,104,9_13,0.76,1,53,122,1716,1877,8.25205479452055,7.07123287671233,1716,4892
5597,0,3.85479452054795,A,104,9_27,0.47,1,53,125,1716,1877,8.25205479452055,7.07123287671233,1716,4892
5597,0,0.657534246575342,SA,104,9_1,0.82,1,116,105,1716,1877,8.25205479452055,7.07123287671233,1716,4892
5683,0,3.75616438356164,A,104,9_14,0.7,1,127,125,5162,5077,3.62465753424658,3.34794520547945,5162,5077
5683,0,3.02191780821918,A,104,9_7,1.08,1,127,122,5162,5077,3.62465753424658,3.34794520547945,5162,5077
5683,0,1,A,104,9_11,1.09,1,127,105,5162,5077,3.62465753424658,3.34794520547945,5162,5077
5683,0,2.83835616438356,A,104,9_1,0.59,1,127,122,5162,5077,3.62465753424658,3.34794520547945,5162,5077
5552,0,0.0438356164383562,CH,104,9_1,0.98,1,120,104,4883,1801,3.95342465753425,7.60547945205479,4883,5254
5554,1,1.30958904109589,A,104,9_12,0.62,1,78.1,110,5268,2991,2.6,6.66849315068493,5268,2991
5542,0,1.86027397260274,A,104,9_23,0.3,1,135,116,3569,2966,4.91232876712329,6.36986301369863,3569,3456
5542,0,0.0356164383561644,CH,104,9_3,1.01,1,126,104,3569,2966,4.91232876712329,6.36986301369863,3569,3456
5546,0,0.0246575342465753,CH,104,9_28,1.23,1,131,104,4936,1731,3.82465753424658,7.98356164383562,1707,1710
5589,0,0.657534246575342,SA,104,9_18,0.35,1,-2,105,3085,1729,5.97534246575342,9.11780821917808,3085,1729
5584,0,1.90684931506849,A,104,9_3,1.44,1,28.1,116,3086,5204,5.97260273972603,2.4,1763,5204
5584,0,3.6958904109589,A,104,9_21,1.14,1,58,125,3086,5204,5.97260273972603,2.4,1763,5204
5584,0,0.657534246575342,SA,104,9_15,0.64,1,2,105,3086,5204,5.97260273972603,2.4,1763,5204
5642,0,2.66301369863014,A,104,9_24,0.83,1,11,122,1852,3456,7.24109589041096,6.42465753424658,1852,5071
5642,0,0.657534246575342,SA,104,9_8,0.74,1,11,105,1852,3456,7.24109589041096,6.42465753424658,1852,5071
5642,0,1.77534246575342,A,104,9_11,1.79,1,11,116,1852,3456,7.24109589041096,6.42465753424658,1852,5071
5591,1,1.10958904109589,SA,104,9_25,0.5,1,33.1,110,5163,5072,3.40821917808219,3.49315068493151,5163,5072
5631,1,0.657534246575342,SA,104,9_9,0.94,1,30.2,105,5163,5072,3.47945205479452,3.56438356164384,5163,5072
5591,1,0.657534246575342,SA,104,9_1,0.45,1,33.1,105,5163,5072,3.40821917808219,3.49315068493151,5163,5072
5544,0,0.0301369863013699,CH,104,9_20,0.84,1,24,104,3497,1611,5.32054794520548,10.0164383561644,3497,1611
5679,1,3.67671232876712,A,104,9_14,0.55,1,26.5,125,NA,NA,NA,NA,1824,5220
5679,1,0.657534246575342,SA,104,9_16,1,1,26.5,105,NA,NA,NA,NA,1824,5220
5557,1,0.873972602739726,SA,104,9_1,0.9,1,2,105,3462,3093,5.27671232876712,5.73424657534247,3462,3093
5557,1,1.06849315068493,SA,104,9_3,0.89,1,2,105,3462,3093,5.27671232876712,5.73424657534247,3462,3093
5557,1,0.0383561643835616,CH,104,9_7,0.89,1,29,104,3462,3093,5.27671232876712,5.73424657534247,3462,3093
5655,1,0.657534246575342,SA,104,9_3,0.86,1,30.1,105,5119,5235,3.36712328767123,2.56986301369863,5119,5235
5611,0,0.657534246575342,SA,104,9_5,0.66,1,32.5,105,4973,1868,3.89315068493151,7.19452054794521,4973,1868
5611,0,3.64383561643836,A,104,9_14,0.82,1,32.5,125,4973,1868,3.89315068493151,7.19452054794521,4973,1868
5565,0,0.0246575342465753,CH,104,9_26,1.04,1,33,104,2985,5072,6.73972602739726,3.28767123287671,1765,1752
5550,1,0.0328767123287671,CH,104,9_27,0.56,1,33.1,104,4896,1881,3.93972602739726,6.92328767123288,4896,2990
5614,1,0.657534246575342,SA,104,9_34,0.34,1,35,105,3094,5170,6.11780821917808,2.97534246575342,3094,5170
5610,0,0.808219178082192,SA,104,9_15,0.55,1,39,105,2968,1577,7.05753424657534,10.5534246575342,2968,5240
5610,0,0.657534246575342,SA,104,6_10,0.83,1,39,105,2968,1577,7.05753424657534,10.5534246575342,2968,5240
5634,0,2.17808219178082,A,104,9_33,1.06,1,108,118,3022,1616,6.91780821917808,10.0191780821918,3022,3696
5634,0,0.657534246575342,SA,104,9_19,0.8,1,42,105,3022,1616,6.91780821917808,10.0191780821918,3022,3696
5634,0,3.6027397260274,A,104,9_22,0.34,1,108,125,3022,1616,6.91780821917808,10.0191780821918,3022,3696
5633,0,0.657534246575342,SA,104,9_20,0.69,1,42,105,3022,3696,6.91232876712329,5.96712328767123,3022,3696
5640,0,0.657534246575342,SA,104,9_25,0.58,1,41,105,3453,1744,6.07123287671233,9.16164383561644,3453,1744
5640,0,3.58082191780822,A,104,9_13,0.55,1,41,125,3453,1744,6.07123287671233,9.16164383561644,3453,1744
5612,1,1.58356164383562,A,104,9_14,0.84,1,130,116,1827,1744,7.83013698630137,9.10958904109589,1827,4934
5612,1,0.657534246575342,SA,104,9_8,0.67,1,130,105,1827,1744,7.83013698630137,9.10958904109589,1827,4934
5612,1,2.83287671232877,A,104,9_26,0.11,1,130,122,1827,1744,7.83013698630137,9.10958904109589,1827,4934
5636,0,0.657534246575342,SA,104,9_22,0.54,1,42,105,5336,5290,1.55342465753425,2.08493150684932,5336,5290
5636,0,1.50684931506849,A,104,9_32,0.94,1,42,116,5336,5290,1.55342465753425,2.08493150684932,5336,5290
5564,0,0.865753424657534,SA,104,9_17,1.2,1,49,105,5224,1881,2.19178082191781,6.95890410958904,5224,1881
5564,0,0.0246575342465753,CH,104,9_20,1.4,1,49,104,5224,1881,2.19178082191781,6.95890410958904,5224,1881
5564,0,3.0986301369863,A,104,9_14,0.66,1,116,122,5224,1881,2.19178082191781,6.95890410958904,5224,1881
5592,0,0.89041095890411,SA,104,9_20,0.68,1,1.1,105,1605,3519,9.93698630136986,5.18356164383562,1605,4939
5620,1,3.88219178082192,A,104,9_13,0.42,1,133,125,NA,NA,NA,NA,1605,4939
5620,1,1.62465753424658,A,104,9_7,0.93,1,5,116,NA,NA,NA,NA,1605,4939
5620,1,0.657534246575342,SA,104,9_13,0.14,1,5,105,NA,NA,NA,NA,1605,4939
5592,0,0.657534246575342,SA,104,9_19,0.32,1,1.1,105,1605,3519,9.93698630136986,5.18356164383562,1605,4939
5620,1,0.846575342465753,SA,104,9_24,0.51,1,5,105,NA,NA,NA,NA,1605,4939
5543,0,0.920547945205479,SA,104,9_5,1.08,1,50,105,4917,4860,3.87671232876712,4.18630136986301,4917,5144
5543,0,1.92054794520548,A,104,9_6,0.62,1,50,116,4917,4860,3.87671232876712,4.18630136986301,4917,5144
5543,0,2.12328767123288,A,104,9_16,0.92,1,50,116,4917,4860,3.87671232876712,4.18630136986301,4917,5144
5543,0,0.0219178082191781,CH,104,9_8,1.45,1,50,104,4917,4860,3.87671232876712,4.18630136986301,4917,5144
5609,0,1,A,104,9_16,1.27,1,50.1,105,NA,NA,NA,NA,1805,5334
5609,0,1.45479452054795,A,104,9_24,0.72,1,50.1,110,NA,NA,NA,NA,1805,5334
5575,0,0.0520547945205479,FL,104,9_25,0.7,1,51.1,104,5168,1731,2.77260273972603,8.03287671232877,5168,NA
5575,0,3.85753424657534,A,104,9_26,0.59,1,51.2,125,5168,1731,2.77260273972603,8.03287671232877,5168,NA
5575,0,1.06849315068493,SA,104,9_11,0.75,1,78.1,105,5168,1731,2.77260273972603,8.03287671232877,5168,NA
5575,0,4.05753424657534,A,104,9_7,0.82,1,51.2,125,5168,1731,2.77260273972603,8.03287671232877,5168,NA
5575,0,2.94794520547945,A,104,9_16,0.78,1,51.2,122,5168,1731,2.77260273972603,8.03287671232877,5168,NA
5545,0,2.93972602739726,A,104,9_2,1.41,1,120,122,2989,1710,6.35890410958904,8.15616438356164,2989,4887
5545,0,0.0191780821917808,CH,104,9_20,0.57,1,51.2,104,2989,1710,6.35890410958904,8.15616438356164,2989,4887
5608,0,0.657534246575342,SA,104,9_23,0.68,1,64,105,4958,4888,3.91780821917808,4.16986301369863,4958,4888
5678,0,2.06027397260274,A,104,9_25,0.82,1,81,118,4958,4888,4.12054794520548,4.37260273972603,4958,4888
5678,0,0.657534246575342,SA,104,9_27,0.92,1,52.1,105,4958,4888,4.12054794520548,4.37260273972603,4958,4888
5608,0,0.715068493150685,SA,104,9_10,0.63,1,64,105,4958,4888,3.91780821917808,4.16986301369863,4958,4888
5608,0,2.26301369863014,A,104,9_27,1.21,1,64,118,4958,4888,3.91780821917808,4.16986301369863,4958,4888
5586,1,1.9041095890411,A,104,9_5,1.41,1,53.1,116,1803,1802,8.17808219178082,8.18082191780822,1803,1802
5582,1,2.22465753424658,A,104,9_18,0.67,1,77,118,3516,2991,5.5041095890411,6.89315068493151,1803,1802
5602,1,3.82465753424658,A,104,9_13,0.75,1,53,125,1803,1542,8.17808219178082,11.0630136986301,1803,1802
5602,1,3.8986301369863,A,104,9_21,0.52,1,53,125,1803,1542,8.17808219178082,11.0630136986301,1803,1802
5582,1,0.863013698630137,SA,104,9_22,0.81,1,77,105,3516,2991,5.5041095890411,6.89315068493151,1803,1802
5602,1,3.64657534246575,A,104,9_21,1,1,53,125,1803,1542,8.17808219178082,11.0630136986301,1803,1802
5582,1,0.657534246575342,SA,104,9_24,0.4,1,77,105,3516,2991,5.5041095890411,6.89315068493151,1803,1802
5586,1,0.904109589041096,SA,104,9_3,0.76,1,53.1,105,1803,1802,8.17808219178082,8.18082191780822,1803,1802
5551,1,1.33150684931507,A,104,9_21,1.16,1,56,110,3567,1604,5.59452054794521,9.72602739726027,3567,1604
5551,1,0.0246575342465753,CH,104,9_9,1.31,1,56,104,3567,1604,5.59452054794521,9.72602739726027,3567,1604
5581,1,0.657534246575342,SA,104,9_23,0.89,1,1.1,105,1491,5285,11.2109589041096,2.32602739726027,1491,5285
5760,0,1,A,104,9_12,0.82,1,29,110,2978,3089,7.47397260273973,6.06027397260274,2978,3089
5635,0,2.74794520547945,A,104,9_7,1.02,1,133,122,1826,911,7.30684931506849,16.5287671232877,1826,1499
5635,0,0.953424657534247,SA,104,9_9,0.78,1,6,110,1826,911,7.30684931506849,16.5287671232877,1826,1499
5635,0,0.657534246575342,SA,104,9_13,0.58,1,6,105,1826,911,7.30684931506849,16.5287671232877,1826,1499
5598,0,1,A,104,9_26,0.32,1,77,105,1826,1499,6.85479452054795,10.8493150684932,1826,1499
5626,1,0.808219178082192,SA,104,9_26,0.42,1,52.1,105,3595,5249,5.17808219178082,2.9041095890411,3595,5292
5626,1,2.84109589041096,A,104,9_23,0.71,1,52.1,122,3595,5249,5.17808219178082,2.9041095890411,3595,5292
5626,1,0.657534246575342,SA,104,9_27,0.49,1,52.1,105,3595,5249,5.17808219178082,2.9041095890411,3595,5292
5626,1,3.5972602739726,A,104,9_22,1.05,1,52.1,125,3595,5249,5.17808219178082,2.9041095890411,3595,5292
5555,1,0.0164383561643836,CH,104,9_1,0.51,1,65,104,4935,3454,3.91506849315068,5.78630136986301,4935,4948
5563,1,0.0191780821917808,CH,104,9_10,0.83,1,67,104,3604,5118,4.92602739726027,3.62739726027397,3604,1533
5567,1,0.0219178082191781,CH,104,9_2,0.66,1,67,104,3604,3454,4.92328767123288,5.7972602739726,3604,1533
5613,0,1.95068493150685,A,104,9_3,0.49,1,41.1,116,3518,3486,4.85753424657534,5.00547945205479,3518,3454
5587,1,0.879452054794521,SA,104,9_16,0.72,1,69,105,3518,3454,5.20821917808219,6.00821917808219,3518,3454
5587,1,0.657534246575342,SA,104,9_19,1.04,1,69,105,3518,3454,5.20821917808219,6.00821917808219,3518,3454
5613,0,1,A,104,9_18,1.08,1,41.1,105,3518,3486,4.85753424657534,5.00547945205479,3518,3454
5613,0,3.06575342465753,A,104,9_23,1.05,1,41.1,122,3518,3486,4.85753424657534,5.00547945205479,3518,3454
5583,1,0.657534246575342,SA,104,9_8,0.92,1,73,105,NA,NA,NA,NA,5128,3458
5583,1,2.82739726027397,A,104,9_17,0.95,1,103.1,122,NA,NA,NA,NA,5128,3458
5607,0,0.863013698630137,SA,104,9_13,0.23,1,20,105,1580,1542,10.3671232876712,11.0684931506849,1580,3643
5607,0,0.657534246575342,SA,104,9_24,0.2,1,20,105,1580,1542,10.3671232876712,11.0684931506849,1580,3643
5548,1,0.0410958904109589,CH,104,9_13,1.09,1,78,104,3444,1731,5.53150684931507,7.98630136986301,3444,1731
5588,1,0.657534246575342,SA,104,9_7,0.6,1,8,105,4964,911,3.98082191780822,16.4027397260274,4964,1607
5621,0,1.30958904109589,A,104,9_27,0.4,1,8,112,NA,NA,NA,NA,4964,1607
5588,1,1.60547945205479,A,104,9_19,0.63,1,30,116,4964,911,3.98082191780822,16.4027397260274,4964,1607
5588,1,2.90684931506849,A,104,9_15,0.45,1,30,122,4964,911,3.98082191780822,16.4027397260274,4964,1607
5621,0,2.87123287671233,A,104,9_17,0.64,1,8,122,NA,NA,NA,NA,4964,1607
5560,1,0.0246575342465753,CH,104,9_6,1.34,1,82.1,104,3698,1489,5.66575342465753,11.0246575342466,3698,1489
5571,1,0.0273972602739726,CH,104,9_14,1.19,1,82.1,104,5242,1489,2.07123287671233,11.0383561643836,3698,1489
5596,0,0.657534246575342,SA,104,9_17,0.64,1,85,105,3596,5292,5.15616438356164,1.9041095890411,3596,1877
5596,0,1.29041095890411,SA,104,9_15,0.51,1,85,112,3596,5292,5.15616438356164,1.9041095890411,3596,1877
5616,0,0.657534246575342,SA,104,9_18,0.69,1,126,105,3596,1877,5.14520547945205,7.06301369863014,3596,1877
5540,1,0.901369863013699,SA,104,9_20,0.47,1,87,105,4965,1616,3.76712328767123,9.68493150684932,5323,1616
5540,1,1.01369863013699,SA,104,9_24,0.52,1,87,105,4965,1616,3.76712328767123,9.68493150684932,5323,1616
5540,1,0.0356164383561644,CH,104,9_23,0.8,1,87,104,4965,1616,3.76712328767123,9.68493150684932,5323,1616
5540,1,1.31232876712329,A,104,9_16,0.69,1,87,110,4965,1616,3.76712328767123,9.68493150684932,5323,1616
5643,1,3.18356164383562,A,104,9_26,0.72,1,87,124,5277,5240,2.07123287671233,2.61643835616438,5277,4933
5643,1,3.61095890410959,A,104,9_15,0.52,1,87,125,5277,5240,2.07123287671233,2.61643835616438,5277,4933
5643,1,1.79452054794521,A,104,9_1,0.2,1,87,116,5277,5240,2.07123287671233,2.61643835616438,5277,4933
5643,1,0.657534246575342,SA,104,9_22,0.56,1,87.1,105,5277,5240,2.07123287671233,2.61643835616438,5277,4933
5643,1,2.7013698630137,A,104,9_35,0.26,1,87,122,5277,5240,2.07123287671233,2.61643835616438,5277,4933
5643,1,1.53150684931507,A,104,9_15,0.26,1,87,116,5277,5240,2.07123287671233,2.61643835616438,5277,4933
5604,0,0.747945205479452,SA,104,9_6,0.8,1,8,105,5284,1762,1.92876712328767,8.01643835616438,5284,2988
5604,0,3.67397260273973,A,104,9_22,0.63,1,8,125,5284,1762,1.92876712328767,8.01643835616438,5284,2988
5604,0,0.657534246575342,SA,104,9_15,1.1,1,8,105,5284,1762,1.92876712328767,8.01643835616438,5284,2988
5604,0,1.30684931506849,SA,104,9_21,0.41,1,8,112,5284,1762,1.92876712328767,8.01643835616438,5284,2988
5604,0,2.63835616438356,A,104,9_26,0.51,1,8,122,5284,1762,1.92876712328767,8.01643835616438,5284,2988
5605,1,0.657534246575342,SA,104,9_22,0.76,1,94.2,105,3002,5269,6.89041095890411,2.33424657534247,3002,5269
5605,1,0.876712328767123,A,104,6_10,0.53,1,94.2,105,3002,5269,6.89041095890411,2.33424657534247,3002,5269
5605,1,1.61917808219178,A,104,9_2,0.39,1,94.1,116,3002,5269,6.89041095890411,2.33424657534247,3002,5269
5572,1,0.0191780821917808,CH,104,9_1,1.14,1,94,104,3451,1801,5.33698630136986,7.67397260273973,3451,1801
5566,0,0.0383561643835616,CH,104,9_18,0.65,1,94.2,104,1617,2974,10.0191780821918,6.47123287671233,1617,1494
5590,1,2.57808219178082,A,105,9_17,0.74,1,29,122,5517,3093,1.24383561643836,6.27945205479452,5267,2960
5590,1,0.526027397260274,SA,105,9_15,0.4,1,1.1,105,5517,3093,1.24383561643836,6.27945205479452,5267,2960
5590,1,1.37808219178082,A,105,9_7,0.92,1,29,116,5517,3093,1.24383561643836,6.27945205479452,5267,2960
5590,1,1.99178082191781,A,105,9_34,1.91,1,29,118,5517,3093,1.24383561643836,6.27945205479452,5267,2960
5590,1,2.41643835616438,A,105,9_10,1.33,1,29,122,5517,3093,1.24383561643836,6.27945205479452,5267,2960
5680,1,0.328767123287671,OFL,105,9_9,0.94,1,2,105,5517,3093,1.46301369863014,6.4986301369863,5267,2960
5590,1,1.54246575342466,A,105,9_22,0.5,1,29,116,5517,3093,1.24383561643836,6.27945205479452,5267,2960
5590,1,0.328767123287671,OFL,105,9_24,0.37,1,1.1,105,5517,3093,1.24383561643836,6.27945205479452,5267,2960
5684,1,0.164383561643836,FL,105,9_21,1.59,1,1.1,105,5267,2960,3.53424657534247,7.76712328767123,5267,2960
5682,1,0.164383561643836,FL,105,9_5,0.75,1,10,105,5320,1762,3.02191780821918,8.72602739726027,5320,1762
5637,0,0.0246575342465753,CH,105,9_17,1.15,1,101,105,5324,1494,2.38082191780822,11.9808219178082,5324,1869
5686,0,0.901369863013699,SA,105,9_25,0.82,1,103.1,116,5217,5000,3.11232876712329,4.70684931506849,4861,5116
5686,0,0.164383561643836,FL,105,9_11,0.83,1,103.1,105,5217,5000,3.11232876712329,4.70684931506849,4861,5116
5650,1,0.0273972602739726,CH,105,9_23,0.6,1,104,105,5132,2974,4.57534246575342,7.48219178082192,5132,5498
5650,1,1.9041095890411,A,105,9_12,0.47,1,93,122,5132,2974,4.57534246575342,7.48219178082192,5132,5498
5776,1,1.64383561643836,A,105,9_18,0.65,1,39,118,5132,5121,4.38904109589041,3.77534246575342,5132,5498
5776,1,0.657534246575342,SA,105,9_25,0.76,1,39,112,5132,5121,4.38904109589041,3.77534246575342,5132,5498
5776,1,3.15342465753425,A,105,9_23,0.65,1,39,125,5132,5121,4.38904109589041,3.77534246575342,5132,5498
5776,1,2.05205479452055,A,105,9_16,1.34,1,44,122,5132,5121,4.38904109589041,3.77534246575342,5132,5498
5641,0,3.46575342465753,A,105,9_24,0.93,1,39,125,3517,5077,5.60547945205479,3.88219178082192,3517,5333
5641,0,0.328767123287671,OFL,105,9_13,1.01,1,111,105,3517,5077,5.60547945205479,3.88219178082192,3517,5333
5641,0,2.25205479452055,A,105,9_17,0.68,1,39,122,3517,5077,5.60547945205479,3.88219178082192,3517,5333
5641,0,1.83561643835616,A,105,9_22,0.52,1,6,118,3517,5077,5.60547945205479,3.88219178082192,3517,5333
5775,1,0.246575342465753,J,105,9_6,1.18,1,116,112,1716,5334,9.26027397260274,2.58356164383562,1716,4892
5775,1,0.843835616438356,SA,105,9_7,0.89,1,116,116,1716,5334,9.26027397260274,2.58356164383562,1716,4892
5782,1,0.657534246575342,SA,105,9_16,0.63,1,117,112,5162,5077,4.37808219178082,4.1013698630137,5162,5077
5773,0,0.246575342465753,J,105,9_5,0.79,1,121,112,5511,2974,1.53150684931507,7.6958904109589,5511,2974
5756,0,0.328767123287671,OFL,105,9_20,0.7,1,122,110,5562,2991,1.23013698630137,7.66575342465753,5562,2991
5836,1,2.10684931506849,A,105,9_2,1.07,1,123,122,NA,5453,NA,1.83835616438356,3594,5453
5836,1,1,A,105,9_17,1.37,1,123,116,NA,5453,NA,1.83835616438356,3594,5453
5595,1,1.27123287671233,A,105,9_20,1.03,1,20,116,1707,1604,9.15068493150685,10.2712328767123,1707,1710
5595,1,2.42739726027397,A,105,9_21,0.32,1,20,122,1707,1604,9.15068493150685,10.2712328767123,1707,1710
5595,1,3.32328767123288,A,105,9_10,0.87,1,20,125,1707,1604,9.15068493150685,10.2712328767123,1707,1710
5595,1,2.58082191780822,A,105,9_8,0.78,1,20,122,1707,1604,9.15068493150685,10.2712328767123,1707,1710
5595,1,0.328767123287671,OFL,105,9_2,0.92,1,131,105,1707,1604,9.15068493150685,10.2712328767123,1707,1710
5629,1,0.0191780821917808,CH,105,9_6,0.99,1,131,105,1707,1710,9.57260273972603,9.15342465753425,1707,1710
5629,1,0.164383561643836,FL,105,9_23,0.46,1,131,105,1707,1710,9.57260273972603,9.15342465753425,1707,1710
5595,1,0.956164383561644,SA,105,9_26,0.48,1,131,112,1707,1604,9.15068493150685,10.2712328767123,1707,1710
5624,1,3.18356164383562,A,105,9_25,0.31,1,6.5,125,5533,5167,1.02191780821918,3.44383561643836,5339,5167
5624,1,0.843835616438356,SA,105,9_3,1.26,1,6.5,112,5533,5167,1.02191780821918,3.44383561643836,5339,5167
5624,1,0.246575342465753,J,105,9_27,0.94,1,133,105,5533,5167,1.02191780821918,3.44383561643836,5339,5167
5619,0,0.545205479452055,SA,105,9_10,0.64,1,15,105,3085,1729,6.30958904109589,9.45205479452055,3085,1729
5619,0,0.328767123287671,OFL,105,9_18,0.62,1,15,105,3085,1729,6.30958904109589,9.45205479452055,3085,1729
5585,1,0.465753424657534,J,105,9_9,0.72,1,18,105,5164,2966,3.39178082191781,7.04109589041096,5164,2966
5835,1,0.657534246575342,SA,105,9_13,1.03,1,18,116,5164,2966,3.95890410958904,7.60821917808219,5164,2966
5835,1,2.88493150684931,A,105,9_9,0.8,1,24,125,5164,2966,3.95890410958904,7.60821917808219,5164,2966
5835,1,0.893150684931507,SA,105,9_35,0.42,1,18,116,5164,2966,3.95890410958904,7.60821917808219,5164,2966
